survey version standard shift  PS1-g PS1-r PS1-i PS1-z 
PS1 PS1 sssj063941 0 18.185 18.6235 18.9841 19.2561
PS1 PS1 sssj063941 0 18.1856 18.6245 18.9842 19.2549
PS1 PS1 sssj063941 0 18.1817 18.6213 18.9836 19.2568
PS1 PS1 sssj063941 0 18.1857 18.6243 18.9839 19.2546
PS1 PS1 sssj063941 0 18.1849 18.6233 18.9829 19.2536
PS1 PS1 sssj063941 0 18.1901 18.6281 18.9873 19.2578
PS1 PS1 sssj063941 0 18.1854 18.6236 18.9842 19.2562
PS1 PS1 sssj063941 0 18.1865 18.6235 18.9836 19.2551
PS1 PS1 sssj063941 0 18.1886 18.626 18.9842 19.2537
PS1 PS1 sssj063941 0 18.1867 18.6239 18.9856 19.2589
PS1 PS1 sssj063941 0 18.1886 18.6271 18.9868 19.2574
PS1 PS1 sssj063941 0 18.1883 18.6257 18.9847 19.2548
PS1 PS1 sssj063941 0 18.1865 18.6241 18.9832 19.2537
PS1 PS1 sssj063941 0 18.1868 18.6239 18.9842 19.256
PS1 PS1 sssj063941 0 18.1866 18.6251 18.9849 19.2558
PS1 PS1 sssj063941 0 18.186 18.6249 18.9868 19.2596
PS1 PS1 sssj063941 0 18.1847 18.6247 18.9884 19.2628
PS1 PS1 sssj063941 0 18.187 18.6274 18.9894 19.2619
PS1 PS1 sssj063941 0 18.1907 18.6266 18.9846 19.2544
PS1 PS1 sssj063941 0 18.1877 18.6252 18.9851 19.2563
PS1 PS1 sssj063941 0 18.1863 18.6254 18.9857 19.2569
PS1 PS1 sssj063941 0 18.1864 18.6235 18.9833 19.2545
PS1 PS1 sssj063941 0 18.1885 18.6255 18.9859 19.2581
PS1 PS1 sssj063941 0 18.1877 18.6267 18.986 19.2562
PS1 PS1 sssj063941 0 18.1892 18.6299 18.9895 19.2596
PS1 PS1 sssj063941 0 18.1866 18.6221 18.9806 19.2512
PS1 PS1 sssj063941 0 18.1865 18.6258 18.9865 19.258
PS1 PS1 sssj063941 0 18.185 18.6245 18.9847 19.2558
PS1 PS1 sssj063941 0 18.1873 18.6258 18.9867 19.2589
PS1 PS1 sssj063941 0 18.1893 18.6273 18.9861 19.2562
PS1 PS1 sssj063941 0 18.1871 18.6258 18.9876 19.2608
PS1 PS1 sssj063941 0 18.1868 18.6249 18.9855 19.2574
PS1 PS1 sssj063941 0 18.185 18.6234 18.9843 19.2562
PS1 PS1 sssj063941 0 18.1858 18.6238 18.9843 19.256
PS1 PS1 sssj063941 0 18.1867 18.6253 18.9835 19.2525
PS1 PS1 sssj063941 0 18.1855 18.6217 18.982 19.2544
PS1 PS1 sssj063941 0 18.1877 18.624 18.9839 19.256
PS1 PS1 sssj063941 0 18.1863 18.6248 18.9862 19.2592
PS1 PS1 sssj063941 0 18.1868 18.6234 18.9817 19.252
PS1 PS1 sssj063941 0 18.1875 18.6259 18.9856 19.2569
PS1 PS1 sssj063941 0 18.1831 18.623 18.9858 19.2595
PS1 PS1 sssj063941 0 18.1891 18.6269 18.9851 19.2545
PS1 PS1 sssj063941 0 18.1891 18.6256 18.9831 19.2521
PS1 PS1 sssj063941 0 18.1861 18.6242 18.9848 19.2568
PS1 PS1 sssj063941 0 18.1895 18.6267 18.9851 19.2548
PS1 PS1 sssj063941 0 18.188 18.6256 18.9848 19.2554
PS1 PS1 sssj063941 0 18.1875 18.625 18.986 19.2586
PS1 PS1 sssj063941 0 18.1868 18.6259 18.9873 19.2597
PS1 PS1 sssj063941 0 18.1883 18.6254 18.986 19.2583
PS1 PS1 sssj063941 0 18.1865 18.6269 18.9886 19.2613
PS1 PS1 sssj063941 0 18.1888 18.6275 18.9886 19.2614
PS1 PS1 sssj063941 0 18.1872 18.6257 18.9856 19.2571
PS1 PS1 sssj063941 0 18.1873 18.6248 18.9859 19.2584
PS1 PS1 sssj063941 0 18.1884 18.6275 18.9879 19.2592
PS1 PS1 sssj063941 0 18.1892 18.6266 18.9858 19.2564
PS1 PS1 sssj063941 0 18.1878 18.6245 18.9844 19.2563
PS1 PS1 sssj063941 0 18.1864 18.6255 18.9855 19.2563
PS1 PS1 sssj063941 0 18.1857 18.6242 18.9848 19.2567
PS1 PS1 sssj063941 0 18.1843 18.622 18.9832 19.2559
PS1 PS1 sssj063941 0 18.1864 18.623 18.9806 19.2497
PS1 PS1 sssj063941 0 18.1898 18.6275 18.9881 19.2603
PS1 PS1 sssj063941 0 18.1849 18.6229 18.982 19.2522
PS1 PS1 sssj063941 0 18.1879 18.6259 18.9854 19.2561
PS1 PS1 sssj063941 0 18.185 18.6245 18.9853 19.2571
PS1 PS1 sssj063941 0 18.187 18.6248 18.9843 19.2552
PS1 PS1 sssj063941 0 18.1888 18.6273 18.9879 19.2598
PS1 PS1 sssj063941 0 18.1849 18.6234 18.9846 19.2571
PS1 PS1 sssj063941 0 18.1889 18.6271 18.9862 19.2565
PS1 PS1 sssj063941 0 18.1863 18.6242 18.9841 19.2554
PS1 PS1 sssj063941 0 18.1874 18.6251 18.9843 19.2545
PS1 PS1 sssj063941 0 18.185 18.6219 18.9818 19.2532
PS1 PS1 sssj063941 0 18.1857 18.623 18.9821 19.253
PS1 PS1 sssj063941 0 18.1855 18.6247 18.9854 19.2572
PS1 PS1 sssj063941 0 18.187 18.6266 18.9868 19.2578
PS1 PS1 sssj063941 0 18.1868 18.6239 18.984 19.2557
PS1 PS1 sssj063941 0 18.1874 18.625 18.9844 19.2551
PS1 PS1 sssj063941 0 18.1839 18.6229 18.9836 19.2551
PS1 PS1 sssj063941 0 18.1873 18.6233 18.9825 19.2534
PS1 PS1 sssj063941 0 18.1847 18.6227 18.9827 19.2537
PS1 PS1 sssj063941 0 18.1864 18.6261 18.9865 19.2577
PS1 PS1 sssj063941 0 18.1861 18.6235 18.9839 19.2556
PS1 PS1 sssj063941 0 18.1882 18.6269 18.9879 19.2601
PS1 PS1 sssj063941 0 18.1842 18.6228 18.9843 19.257
PS1 PS1 sssj063941 0 18.1893 18.6273 18.9883 19.2607
PS1 PS1 sssj063941 0 18.1875 18.6263 18.9868 19.2586
PS1 PS1 sssj063941 0 18.1862 18.6244 18.9839 19.2547
PS1 PS1 sssj063941 0 18.1902 18.6286 18.9888 19.2602
PS1 PS1 sssj063941 0 18.189 18.6262 18.9855 19.2562
PS1 PS1 sssj063941 0 18.1864 18.6227 18.9818 19.2527
PS1 PS1 sssj063941 0 18.1872 18.6256 18.986 19.2576
PS1 PS1 sssj063941 0 18.1885 18.6281 18.9888 19.2602
PS1 PS1 sssj063941 0 18.1855 18.6233 18.9833 19.2549
PS1 PS1 sssj063941 0 18.1896 18.6299 18.9902 19.261
PS1 PS1 sssj063941 0 18.1884 18.6278 18.988 19.2591
PS1 PS1 sssj063941 0 18.1867 18.6267 18.9879 19.2598
PS1 PS1 sssj063941 0 18.1871 18.625 18.9851 19.2565
PS1 PS1 sssj095657 0 17.858 18.1719 18.4678 18.7114
PS1 PS1 sssj095657 0 17.8535 18.1686 18.4666 18.712
PS1 PS1 sssj095657 0 17.8579 18.1711 18.4685 18.714
PS1 PS1 sssj095657 0 17.8558 18.1703 18.4676 18.7125
PS1 PS1 sssj095657 0 17.8584 18.1718 18.467 18.71
PS1 PS1 sssj095657 0 17.8552 18.1693 18.4665 18.7113
PS1 PS1 sssj095657 0 17.856 18.1709 18.469 18.7147
PS1 PS1 sssj095657 0 17.8546 18.1696 18.466 18.7099
PS1 PS1 sssj095657 0 17.8571 18.1721 18.4684 18.7121
PS1 PS1 sssj095657 0 17.8588 18.1713 18.468 18.7131
PS1 PS1 sssj095657 0 17.8561 18.1715 18.4684 18.7128
PS1 PS1 sssj095657 0 17.8564 18.1722 18.4699 18.7148
PS1 PS1 sssj095657 0 17.8542 18.1686 18.4662 18.7115
PS1 PS1 sssj095657 0 17.858 18.1712 18.4673 18.7114
PS1 PS1 sssj095657 0 17.8574 18.1702 18.4672 18.7122
PS1 PS1 sssj095657 0 17.8556 18.1711 18.4691 18.7143
PS1 PS1 sssj095657 0 17.8544 18.1684 18.4664 18.7122
PS1 PS1 sssj095657 0 17.8581 18.1733 18.4697 18.7136
PS1 PS1 sssj095657 0 17.857 18.1711 18.4689 18.7144
PS1 PS1 sssj095657 0 17.8601 18.172 18.468 18.7123
PS1 PS1 sssj095657 0 17.8562 18.1698 18.4657 18.7095
PS1 PS1 sssj095657 0 17.8598 18.1718 18.4673 18.7113
PS1 PS1 sssj095657 0 17.8586 18.1723 18.469 18.7135
PS1 PS1 sssj095657 0 17.8581 18.1711 18.4676 18.7122
PS1 PS1 sssj095657 0 17.8567 18.1709 18.4673 18.7115
PS1 PS1 sssj095657 0 17.8555 18.1705 18.4689 18.7148
PS1 PS1 sssj095657 0 17.8555 18.17 18.4668 18.7112
PS1 PS1 sssj095657 0 17.8574 18.1724 18.4692 18.7135
PS1 PS1 sssj095657 0 17.8587 18.1734 18.4702 18.7145
PS1 PS1 sssj095657 0 17.8565 18.1692 18.465 18.7091
PS1 PS1 sssj095657 0 17.8556 18.1697 18.4665 18.711
PS1 PS1 sssj095657 0 17.8562 18.1711 18.4682 18.7128
PS1 PS1 sssj095657 0 17.8547 18.169 18.4668 18.7124
PS1 PS1 sssj095657 0 17.8548 18.1703 18.4685 18.714
PS1 PS1 sssj095657 0 17.8554 18.1699 18.4673 18.7124
PS1 PS1 sssj095657 0 17.8545 18.1692 18.4663 18.711
PS1 PS1 sssj095657 0 17.8511 18.1676 18.4661 18.7116
PS1 PS1 sssj095657 0 17.8524 18.1692 18.4677 18.7131
PS1 PS1 sssj095657 0 17.8574 18.1719 18.4679 18.7115
PS1 PS1 sssj095657 0 17.8558 18.1689 18.4657 18.7106
PS1 PS1 sssj095657 0 17.8535 18.1688 18.4678 18.7143
PS1 PS1 sssj095657 0 17.8512 18.1677 18.4673 18.7141
PS1 PS1 sssj095657 0 17.8539 18.1691 18.4673 18.7131
PS1 PS1 sssj095657 0 17.8529 18.169 18.4678 18.7138
PS1 PS1 sssj095657 0 17.8572 18.1718 18.4692 18.7142
PS1 PS1 sssj095657 0 17.8569 18.1718 18.4682 18.7121
PS1 PS1 sssj095657 0 17.8574 18.1702 18.4662 18.7103
PS1 PS1 sssj095657 0 17.8594 18.171 18.466 18.7095
PS1 PS1 sssj095657 0 17.8546 18.168 18.4645 18.7089
PS1 PS1 sssj095657 0 17.8554 18.1685 18.4654 18.7103
PS1 PS1 sssj095657 0 17.8555 18.1708 18.4676 18.7119
PS1 PS1 sssj095657 0 17.8546 18.1695 18.4671 18.7122
PS1 PS1 sssj095657 0 17.8545 18.1705 18.4687 18.714
PS1 PS1 sssj095657 0 17.8561 18.1709 18.4697 18.7161
PS1 PS1 sssj095657 0 17.8587 18.1728 18.469 18.7129
PS1 PS1 sssj095657 0 17.8551 18.1697 18.4663 18.7105
PS1 PS1 sssj095657 0 17.8545 18.1688 18.4667 18.7123
PS1 PS1 sssj095657 0 17.8556 18.1711 18.4689 18.7141
PS1 PS1 sssj095657 0 17.8547 18.171 18.4691 18.7144
PS1 PS1 sssj095657 0 17.8546 18.1676 18.4655 18.7116
PS1 PS1 sssj095657 0 17.8543 18.1691 18.4657 18.7098
PS1 PS1 sssj095657 0 17.8573 18.1714 18.4683 18.713
PS1 PS1 sssj095657 0 17.8527 18.1675 18.4653 18.7108
PS1 PS1 sssj095657 0 17.8572 18.1719 18.4698 18.7153
PS1 PS1 sssj095657 0 17.8556 18.1715 18.4705 18.7168
PS1 PS1 sssj095657 0 17.8579 18.1736 18.4719 18.7175
PS1 PS1 sssj095657 0 17.8585 18.1737 18.4715 18.7167
PS1 PS1 sssj095657 0 17.8555 18.1698 18.4667 18.7114
PS1 PS1 sssj095657 0 17.8573 18.1723 18.47 18.7152
PS1 PS1 sssj095657 0 17.8598 18.1744 18.4708 18.7149
PS1 PS1 sssj095657 0 17.8572 18.1713 18.469 18.7146
PS1 PS1 sssj095657 0 17.8572 18.1732 18.4699 18.714
PS1 PS1 sssj095657 0 17.8572 18.1716 18.4673 18.7105
PS1 PS1 sssj095657 0 17.8533 18.1675 18.4662 18.7127
PS1 PS1 sssj095657 0 17.857 18.1711 18.4664 18.7094
PS1 PS1 sssj095657 0 17.8539 18.169 18.467 18.7124
PS1 PS1 sssj095657 0 17.8553 18.1705 18.4686 18.7142
PS1 PS1 sssj095657 0 17.8578 18.1723 18.4698 18.7149
PS1 PS1 sssj095657 0 17.8555 18.1694 18.4663 18.7111
PS1 PS1 sssj095657 0 17.8571 18.1708 18.4672 18.7115
PS1 PS1 sssj095657 0 17.8595 18.1734 18.4689 18.7121
PS1 PS1 sssj095657 0 17.8545 18.1704 18.4693 18.7155
PS1 PS1 sssj095657 0 17.8589 18.1725 18.4676 18.7106
PS1 PS1 sssj095657 0 17.8582 18.1719 18.4677 18.7113
PS1 PS1 sssj095657 0 17.8576 18.1724 18.4687 18.7126
PS1 PS1 sssj095657 0 17.8569 18.1712 18.4683 18.7131
PS1 PS1 sssj095657 0 17.8593 18.1712 18.4666 18.7105
PS1 PS1 sssj095657 0 17.8586 18.1747 18.4722 18.7169
PS1 PS1 sssj095657 0 17.8582 18.1711 18.4676 18.7121
PS1 PS1 sssj095657 0 17.8525 18.1693 18.4688 18.7155
PS1 PS1 sssj095657 0 17.8592 18.1726 18.4676 18.7105
PS1 PS1 sssj095657 0 17.8583 18.1729 18.469 18.7126
PS1 PS1 sssj095657 0 17.8561 18.1709 18.4687 18.7142
PS1 PS1 sssj095657 0 17.8571 18.1713 18.4686 18.7138
PS1 PS1 sssj095657 0 17.8554 18.1717 18.4691 18.7137
PS1 PS1 sssj095657 0 17.8558 18.1714 18.4693 18.7147
PS1 PS1 sssj095657 0 17.8578 18.1714 18.468 18.7125
PS1 PS1 sssj095657 0 17.8554 18.1702 18.4673 18.712
PS1 PS1 sssj095657 0 17.855 18.1704 18.4683 18.7137
PS1 PS1 sssj095657 0 17.8536 18.1691 18.4663 18.7108
PS1 PS1 sssj105525 0 18.0164 18.4157 18.7641 19.0379
PS1 PS1 sssj105525 0 18.0173 18.4173 18.7646 19.0371
PS1 PS1 sssj105525 0 18.0177 18.4168 18.7619 19.0323
PS1 PS1 sssj105525 0 18.0121 18.4138 18.762 19.0346
PS1 PS1 sssj105525 0 18.0196 18.4192 18.7644 19.0348
PS1 PS1 sssj105525 0 18.0156 18.416 18.764 19.0372
PS1 PS1 sssj105525 0 18.0127 18.4157 18.7653 19.0393
PS1 PS1 sssj105525 0 18.0198 18.4184 18.7631 19.0332
PS1 PS1 sssj105525 0 18.0166 18.4151 18.7599 19.03
PS1 PS1 sssj105525 0 18.0176 18.4174 18.7643 19.0365
PS1 PS1 sssj105525 0 18.0159 18.4164 18.7626 19.0336
PS1 PS1 sssj105525 0 18.017 18.4195 18.7672 19.0393
PS1 PS1 sssj105525 0 18.0175 18.418 18.7648 19.0366
PS1 PS1 sssj105525 0 18.0177 18.4168 18.763 19.0347
PS1 PS1 sssj105525 0 18.0137 18.4149 18.7633 19.0365
PS1 PS1 sssj105525 0 18.0167 18.4157 18.7627 19.0351
PS1 PS1 sssj105525 0 18.0172 18.4151 18.7616 19.034
PS1 PS1 sssj105525 0 18.0159 18.4167 18.7631 19.0342
PS1 PS1 sssj105525 0 18.016 18.4151 18.763 19.0362
PS1 PS1 sssj105525 0 18.0153 18.4157 18.7623 19.0339
PS1 PS1 sssj105525 0 18.0157 18.4174 18.7648 19.0368
PS1 PS1 sssj105525 0 18.0136 18.4139 18.7614 19.034
PS1 PS1 sssj105525 0 18.0185 18.4172 18.7632 19.0346
PS1 PS1 sssj105525 0 18.0174 18.4155 18.7601 19.0303
PS1 PS1 sssj105525 0 18.0139 18.416 18.764 19.0366
PS1 PS1 sssj105525 0 18.016 18.4159 18.763 19.0352
PS1 PS1 sssj105525 0 18.016 18.4156 18.7633 19.0365
PS1 PS1 sssj105525 0 18.0165 18.4171 18.7647 19.0375
PS1 PS1 sssj105525 0 18.016 18.4162 18.7638 19.0366
PS1 PS1 sssj105525 0 18.0143 18.4145 18.7622 19.0349
PS1 PS1 sssj105525 0 18.017 18.4158 18.7615 19.0325
PS1 PS1 sssj105525 0 18.0161 18.4161 18.7636 19.0362
PS1 PS1 sssj105525 0 18.0148 18.4158 18.7639 19.0369
PS1 PS1 sssj105525 0 18.0161 18.4159 18.7631 19.0357
PS1 PS1 sssj105525 0 18.0172 18.4166 18.7629 19.0345
PS1 PS1 sssj105525 0 18.0161 18.417 18.7647 19.0374
PS1 PS1 sssj105525 0 18.0166 18.4152 18.7616 19.0335
PS1 PS1 sssj105525 0 18.0178 18.4162 18.7625 19.0344
PS1 PS1 sssj105525 0 18.0168 18.4161 18.7629 19.035
PS1 PS1 sssj105525 0 18.0158 18.4167 18.7625 19.0329
PS1 PS1 sssj105525 0 18.0171 18.4183 18.7647 19.0357
PS1 PS1 sssj105525 0 18.0165 18.4174 18.7646 19.0365
PS1 PS1 sssj105525 0 18.0158 18.415 18.7614 19.033
PS1 PS1 sssj105525 0 18.0151 18.417 18.7638 19.035
PS1 PS1 sssj105525 0 18.0184 18.4187 18.7652 19.0366
PS1 PS1 sssj105525 0 18.0154 18.4154 18.7624 19.0344
PS1 PS1 sssj105525 0 18.0167 18.4171 18.7639 19.0355
PS1 PS1 sssj105525 0 18.0147 18.4145 18.762 19.0349
PS1 PS1 sssj105525 0 18.0164 18.4151 18.7627 19.0359
PS1 PS1 sssj105525 0 18.0169 18.4169 18.764 19.0364
PS1 PS1 sssj105525 0 18.0153 18.4155 18.7626 19.035
PS1 PS1 sssj105525 0 18.0158 18.4155 18.7625 19.0347
PS1 PS1 sssj105525 0 18.0173 18.4162 18.7631 19.0357
PS1 PS1 sssj105525 0 18.0155 18.4165 18.7642 19.0366
PS1 PS1 sssj105525 0 18.018 18.4173 18.7634 19.0347
PS1 PS1 sssj105525 0 18.0156 18.4153 18.7619 19.0337
PS1 PS1 sssj105525 0 18.0156 18.4162 18.7633 19.0353
PS1 PS1 sssj105525 0 18.0195 18.4203 18.7677 19.0402
PS1 PS1 sssj105525 0 18.0163 18.4153 18.7617 19.0337
PS1 PS1 sssj105525 0 18.0153 18.4132 18.7606 19.0339
PS1 PS1 sssj105525 0 18.018 18.4186 18.7662 19.0388
PS1 PS1 sssj105525 0 18.0158 18.4157 18.7624 19.0344
PS1 PS1 sssj105525 0 18.016 18.4146 18.7606 19.032
PS1 PS1 sssj105525 0 18.0176 18.4182 18.7657 19.0384
PS1 PS1 sssj105525 0 18.0171 18.4159 18.7611 19.0319
PS1 PS1 sssj105525 0 18.0154 18.4167 18.7643 19.0367
PS1 PS1 sssj105525 0 18.0154 18.4161 18.7624 19.0335
PS1 PS1 sssj105525 0 18.0188 18.4177 18.7639 19.0353
PS1 PS1 sssj105525 0 18.0158 18.4165 18.7626 19.0333
PS1 PS1 sssj105525 0 18.0173 18.4166 18.7635 19.0358
PS1 PS1 sssj105525 0 18.0166 18.4166 18.7638 19.0361
PS1 PS1 sssj105525 0 18.017 18.417 18.763 19.034
PS1 PS1 sssj105525 0 18.015 18.4148 18.7613 19.033
PS1 PS1 sssj105525 0 18.0138 18.4138 18.7587 19.0284
PS1 PS1 sssj105525 0 18.0117 18.4121 18.7607 19.0345
PS1 PS1 sssj105525 0 18.0135 18.414 18.7616 19.0341
PS1 PS1 sssj105525 0 18.0134 18.4148 18.7628 19.0352
PS1 PS1 sssj105525 0 18.0155 18.4156 18.7628 19.035
PS1 PS1 sssj105525 0 18.0178 18.4168 18.7628 19.034
PS1 PS1 sssj105525 0 18.0144 18.4153 18.7627 19.0349
PS1 PS1 sssj105525 0 18.0167 18.4175 18.7646 19.0365
PS1 PS1 sssj105525 0 18.0174 18.4169 18.7633 19.0351
PS1 PS1 sssj105525 0 18.0161 18.418 18.7661 19.0387
PS1 PS1 sssj105525 0 18.0148 18.4157 18.7634 19.0361
PS1 PS1 sssj105525 0 18.0147 18.4158 18.763 19.0351
PS1 PS1 sssj105525 0 18.0176 18.4167 18.7642 19.0372
PS1 PS1 sssj105525 0 18.0186 18.4175 18.7627 19.0332
PS1 PS1 sssj105525 0 18.0195 18.4188 18.7638 19.0341
PS1 PS1 sssj105525 0 18.0177 18.4173 18.7634 19.0346
PS1 PS1 sssj105525 0 18.0158 18.4156 18.7613 19.0321
PS1 PS1 sssj105525 0 18.0165 18.4172 18.7639 19.0354
PS1 PS1 sssj105525 0 18.0171 18.417 18.7641 19.0363
PS1 PS1 sssj105525 0 18.0177 18.4187 18.7651 19.0361
PS1 PS1 sssj105525 0 18.0173 18.4179 18.7642 19.0353
PS1 PS1 sssj105525 0 18.0148 18.4155 18.763 19.0354
PS1 PS1 sssj105525 0 18.0168 18.4168 18.763 19.0341
PS1 PS1 sssj105525 0 18.018 18.4185 18.7638 19.0339
PS1 PS1 sssj105525 0 18.0182 18.4182 18.7631 19.033
PS1 PS1 sssj105525 0 18.0203 18.4212 18.7665 19.0365
PS1 PS1 sssj105525 0 18.0152 18.4157 18.7626 19.0343
PS1 PS1 sssj143459 0 17.9688 18.2708 18.558 18.7958
PS1 PS1 sssj143459 0 17.9665 18.2699 18.5589 18.7981
PS1 PS1 sssj143459 0 17.9725 18.2721 18.5574 18.7939
PS1 PS1 sssj143459 0 17.969 18.2716 18.5597 18.7979
PS1 PS1 sssj143459 0 17.9681 18.2681 18.5543 18.7916
PS1 PS1 sssj143459 0 17.9718 18.2712 18.5583 18.7966
PS1 PS1 sssj143459 0 17.9686 18.2693 18.5565 18.7945
PS1 PS1 sssj143459 0 17.9737 18.2721 18.5554 18.79
PS1 PS1 sssj143459 0 17.9747 18.2733 18.5568 18.7914
PS1 PS1 sssj143459 0 17.9685 18.2713 18.5591 18.797
PS1 PS1 sssj143459 0 17.9728 18.271 18.5556 18.7917
PS1 PS1 sssj143459 0 17.9684 18.2709 18.5585 18.7963
PS1 PS1 sssj143459 0 17.9687 18.2721 18.5592 18.7963
PS1 PS1 sssj143459 0 17.9747 18.2723 18.5575 18.7943
PS1 PS1 sssj143459 0 17.9706 18.2716 18.5585 18.7962
PS1 PS1 sssj143459 0 17.9725 18.2716 18.5562 18.7924
PS1 PS1 sssj143459 0 17.9721 18.2699 18.5562 18.7943
PS1 PS1 sssj143459 0 17.9695 18.2734 18.5603 18.797
PS1 PS1 sssj143459 0 17.9735 18.2706 18.5573 18.7961
PS1 PS1 sssj143459 0 17.9713 18.2711 18.5582 18.7963
PS1 PS1 sssj143459 0 17.9728 18.2716 18.5581 18.7959
PS1 PS1 sssj143459 0 17.9742 18.2753 18.5604 18.7962
PS1 PS1 sssj143459 0 17.9716 18.2722 18.5597 18.798
PS1 PS1 sssj143459 0 17.9734 18.2744 18.5602 18.7966
PS1 PS1 sssj143459 0 17.9707 18.2727 18.5605 18.7986
PS1 PS1 sssj143459 0 17.9703 18.2702 18.5571 18.795
PS1 PS1 sssj143459 0 17.9693 18.2705 18.5564 18.7928
PS1 PS1 sssj143459 0 17.9705 18.2709 18.557 18.7939
PS1 PS1 sssj143459 0 17.9723 18.2727 18.5584 18.7951
PS1 PS1 sssj143459 0 17.9682 18.269 18.5563 18.7943
PS1 PS1 sssj143459 0 17.9704 18.271 18.557 18.7938
PS1 PS1 sssj143459 0 17.9737 18.2725 18.5586 18.7963
PS1 PS1 sssj143459 0 17.9718 18.2705 18.5567 18.7943
PS1 PS1 sssj143459 0 17.9733 18.2747 18.5592 18.7943
PS1 PS1 sssj143459 0 17.9687 18.2696 18.5564 18.7942
PS1 PS1 sssj143459 0 17.9736 18.2728 18.5561 18.7907
PS1 PS1 sssj143459 0 17.9708 18.2725 18.5606 18.7993
PS1 PS1 sssj143459 0 17.9697 18.2708 18.5588 18.7978
PS1 PS1 sssj143459 0 17.9721 18.2734 18.5586 18.7945
PS1 PS1 sssj143459 0 17.971 18.2699 18.5565 18.7945
PS1 PS1 sssj143459 0 17.9731 18.2713 18.5565 18.7936
PS1 PS1 sssj143459 0 17.9695 18.2703 18.557 18.7947
PS1 PS1 sssj143459 0 17.972 18.271 18.5568 18.7936
PS1 PS1 sssj143459 0 17.9724 18.2716 18.558 18.7955
PS1 PS1 sssj143459 0 17.9706 18.2701 18.5556 18.7923
PS1 PS1 sssj143459 0 17.9731 18.2749 18.5618 18.7995
PS1 PS1 sssj143459 0 17.9715 18.2719 18.5577 18.7945
PS1 PS1 sssj143459 0 17.9745 18.2725 18.5572 18.7934
PS1 PS1 sssj143459 0 17.9727 18.2722 18.5572 18.7932
PS1 PS1 sssj143459 0 17.9725 18.2708 18.5567 18.7942
PS1 PS1 sssj143459 0 17.9696 18.2726 18.5589 18.7952
PS1 PS1 sssj143459 0 17.9696 18.2741 18.5602 18.7957
PS1 PS1 sssj143459 0 17.9688 18.272 18.558 18.7937
PS1 PS1 sssj143459 0 17.9692 18.2718 18.5584 18.7952
PS1 PS1 sssj143459 0 17.9688 18.2695 18.5565 18.7942
PS1 PS1 sssj143459 0 17.9724 18.2722 18.5577 18.7941
PS1 PS1 sssj143459 0 17.9708 18.2692 18.555 18.7925
PS1 PS1 sssj143459 0 17.9694 18.2725 18.561 18.7997
PS1 PS1 sssj143459 0 17.9695 18.2713 18.5588 18.7969
PS1 PS1 sssj143459 0 17.9697 18.2712 18.5565 18.7924
PS1 PS1 sssj143459 0 17.9703 18.2714 18.5579 18.7949
PS1 PS1 sssj143459 0 17.9723 18.2713 18.557 18.7943
PS1 PS1 sssj143459 0 17.9674 18.2694 18.5583 18.7976
PS1 PS1 sssj143459 0 17.973 18.2732 18.5574 18.7925
PS1 PS1 sssj143459 0 17.971 18.2711 18.5576 18.7952
PS1 PS1 sssj143459 0 17.9718 18.2707 18.5567 18.7943
PS1 PS1 sssj143459 0 17.9683 18.2703 18.5571 18.7943
PS1 PS1 sssj143459 0 17.9717 18.2692 18.5551 18.7931
PS1 PS1 sssj143459 0 17.9734 18.2732 18.56 18.7983
PS1 PS1 sssj143459 0 17.9742 18.2746 18.5595 18.7952
PS1 PS1 sssj143459 0 17.9698 18.2704 18.556 18.7922
PS1 PS1 sssj143459 0 17.9738 18.2731 18.5587 18.7954
PS1 PS1 sssj143459 0 17.9729 18.2738 18.5596 18.796
PS1 PS1 sssj143459 0 17.9701 18.2725 18.5594 18.7966
PS1 PS1 sssj143459 0 17.975 18.2727 18.558 18.795
PS1 PS1 sssj143459 0 17.9695 18.2713 18.5587 18.7969
PS1 PS1 sssj143459 0 17.9748 18.2722 18.5571 18.7939
PS1 PS1 sssj143459 0 17.973 18.2719 18.5576 18.7948
PS1 PS1 sssj143459 0 17.972 18.2719 18.558 18.7951
PS1 PS1 sssj143459 0 17.969 18.272 18.558 18.794
PS1 PS1 sssj143459 0 17.9704 18.2719 18.5578 18.7941
PS1 PS1 sssj143459 0 17.9723 18.2726 18.5586 18.7953
PS1 PS1 sssj143459 0 17.9682 18.2711 18.5577 18.7943
PS1 PS1 sssj143459 0 17.9726 18.2742 18.5597 18.7959
PS1 PS1 sssj143459 0 17.9701 18.271 18.5567 18.7931
PS1 PS1 sssj143459 0 17.972 18.2704 18.5567 18.7943
PS1 PS1 sssj143459 0 17.9712 18.2723 18.5584 18.795
PS1 PS1 sssj143459 0 17.9687 18.2714 18.5596 18.7979
PS1 PS1 sssj143459 0 17.9738 18.273 18.5588 18.796
PS1 PS1 sssj143459 0 17.9698 18.2711 18.5574 18.7942
PS1 PS1 sssj143459 0 17.971 18.2706 18.5564 18.7932
PS1 PS1 sssj143459 0 17.9744 18.2738 18.5588 18.7947
PS1 PS1 sssj143459 0 17.9712 18.2717 18.558 18.7953
PS1 PS1 sssj143459 0 17.9744 18.2725 18.5581 18.7955
PS1 PS1 sssj143459 0 17.9726 18.2743 18.5604 18.7968
PS1 PS1 sssj143459 0 17.9708 18.2704 18.5561 18.7927
