survey version standard shift  SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS sssj054114 0 18.2577 18.6029 18.9015 19.1984 18.2589 18.6029 18.9015 19.1984
SDSS SDSS sssj054114 0 18.259 18.6054 18.9046 19.2019 18.2603 18.6054 18.9046 19.2019
SDSS SDSS sssj054114 0 18.2588 18.6045 18.9036 19.2009 18.26 18.6045 18.9036 19.2009
SDSS SDSS sssj054114 0 18.2581 18.6042 18.9037 19.2016 18.2593 18.6042 18.9037 19.2016
SDSS SDSS sssj054114 0 18.258 18.6031 18.902 19.1994 18.2592 18.6031 18.902 19.1994
SDSS SDSS sssj054114 0 18.2557 18.603 18.9033 19.2016 18.2569 18.603 18.9033 19.2016
SDSS SDSS sssj054114 0 18.2579 18.6014 18.9001 19.1982 18.259 18.6014 18.9001 19.1982
SDSS SDSS sssj054114 0 18.2571 18.6027 18.9022 19.2001 18.2583 18.6027 18.9022 19.2001
SDSS SDSS sssj054114 0 18.257 18.6024 18.9025 19.2017 18.2581 18.6024 18.9025 19.2017
SDSS SDSS sssj054114 0 18.2596 18.603 18.9009 19.1978 18.2607 18.603 18.9009 19.1978
SDSS SDSS sssj054114 0 18.2544 18.6019 18.9038 19.205 18.2555 18.6019 18.9038 19.205
SDSS SDSS sssj054114 0 18.2576 18.6044 18.9047 19.2034 18.2588 18.6044 18.9047 19.2034
SDSS SDSS sssj054114 0 18.2563 18.6014 18.9003 19.1977 18.2575 18.6014 18.9003 19.1977
SDSS SDSS sssj054114 0 18.2595 18.6049 18.904 19.2016 18.2607 18.6049 18.904 19.2016
SDSS SDSS sssj054114 0 18.2523 18.5999 18.9014 19.2015 18.2534 18.5999 18.9014 19.2015
SDSS SDSS sssj054114 0 18.2584 18.6035 18.9026 19.2002 18.2595 18.6035 18.9026 19.2002
SDSS SDSS sssj054114 0 18.2644 18.6065 18.9041 19.2014 18.2655 18.6065 18.9041 19.2014
SDSS SDSS sssj063941 0 18.149 18.6142 18.963 19.2835 18.1539 18.6142 18.963 19.2835
SDSS SDSS sssj063941 0 18.1467 18.613 18.9629 19.2846 18.1516 18.613 18.9629 19.2846
SDSS SDSS sssj063941 0 18.1489 18.6112 18.9587 19.2787 18.1537 18.6112 18.9587 19.2787
SDSS SDSS sssj063941 0 18.1471 18.611 18.9592 19.2795 18.152 18.611 18.9592 19.2795
SDSS SDSS sssj063941 0 18.1489 18.6113 18.9581 19.2769 18.1538 18.6113 18.9581 19.2769
SDSS SDSS sssj063941 0 18.1479 18.6133 18.9625 19.2836 18.1528 18.6133 18.9625 19.2836
SDSS SDSS sssj063941 0 18.1435 18.6099 18.96 19.282 18.1484 18.6099 18.96 19.282
SDSS SDSS sssj063941 0 18.1458 18.6122 18.9621 19.2841 18.1507 18.6122 18.9621 19.2841
SDSS SDSS sssj063941 0 18.1449 18.6102 18.9591 19.2798 18.1499 18.6102 18.9591 19.2798
SDSS SDSS sssj063941 0 18.1467 18.6103 18.9583 19.2785 18.1516 18.6103 18.9583 19.2785
SDSS SDSS sssj063941 0 18.1451 18.6104 18.959 19.2794 18.1501 18.6104 18.959 19.2794
SDSS SDSS sssj063941 0 18.1453 18.609 18.9571 19.2775 18.1502 18.609 18.9571 19.2775
SDSS SDSS sssj063941 0 18.1461 18.6111 18.9601 19.281 18.151 18.6111 18.9601 19.281
SDSS SDSS sssj063941 0 18.1483 18.6125 18.9606 19.2805 18.1533 18.6125 18.9606 19.2805
SDSS SDSS sssj063941 0 18.1471 18.6109 18.9589 19.279 18.1521 18.6109 18.9589 19.279
SDSS SDSS sssj063941 0 18.1451 18.6105 18.9598 19.2813 18.15 18.6105 18.9598 19.2813
SDSS SDSS sssj063941 0 18.1456 18.6112 18.9611 19.2833 18.1505 18.6112 18.9611 19.2833
SDSS SDSS sssj063941 0 18.1472 18.6128 18.9616 19.282 18.1522 18.6128 18.9616 19.282
SDSS SDSS sssj063941 0 18.1481 18.6111 18.9588 19.279 18.153 18.6111 18.9588 19.279
SDSS SDSS sssj063941 0 18.146 18.6106 18.9594 19.2806 18.1509 18.6106 18.9594 19.2806
SDSS SDSS sssj063941 0 18.1447 18.6104 18.9598 19.2811 18.1496 18.6104 18.9598 19.2811
SDSS SDSS sssj063941 0 18.1499 18.6148 18.9638 19.2847 18.1548 18.6148 18.9638 19.2847
SDSS SDSS sssj063941 0 18.1447 18.6097 18.9585 19.2792 18.1497 18.6097 18.9585 19.2792
SDSS SDSS sssj063941 0 18.1477 18.6118 18.9597 19.2797 18.1527 18.6118 18.9597 19.2797
SDSS SDSS sssj063941 0 18.1491 18.6124 18.9604 19.2807 18.154 18.6124 18.9604 19.2807
SDSS SDSS sssj063941 0 18.1498 18.6151 18.9641 19.2851 18.1548 18.6151 18.9641 19.2851
SDSS SDSS sssj063941 0 18.1464 18.614 18.9645 19.2865 18.1513 18.614 18.9645 19.2865
SDSS SDSS sssj063941 0 18.1457 18.611 18.9598 19.2803 18.1507 18.611 18.9598 19.2803
SDSS SDSS sssj063941 0 18.1479 18.6125 18.9618 19.2834 18.1527 18.6125 18.9618 19.2834
SDSS SDSS sssj063941 0 18.1463 18.6114 18.9602 19.281 18.1513 18.6114 18.9602 19.281
SDSS SDSS sssj063941 0 18.15 18.6139 18.9624 19.2834 18.1549 18.6139 18.9624 19.2834
SDSS SDSS sssj063941 0 18.1469 18.6127 18.9618 19.2826 18.1518 18.6127 18.9618 19.2826
SDSS SDSS sssj063941 0 18.1467 18.6097 18.9575 19.2775 18.1516 18.6097 18.9575 19.2775
SDSS SDSS sssj063941 0 18.1483 18.6127 18.9613 19.2819 18.1532 18.6127 18.9613 19.2819
SDSS SDSS sssj063941 0 18.1411 18.6083 18.9596 19.2831 18.1459 18.6083 18.9596 19.2831
SDSS SDSS sssj063941 0 18.1488 18.6139 18.9627 19.2834 18.1537 18.6139 18.9627 19.2834
SDSS SDSS sssj063941 0 18.1447 18.6089 18.9572 19.2776 18.1496 18.6089 18.9572 19.2776
SDSS SDSS sssj063941 0 18.1436 18.611 18.9618 19.2843 18.1485 18.611 18.9618 19.2843
SDSS SDSS sssj063941 0 18.1494 18.6133 18.9615 19.2821 18.1543 18.6133 18.9615 19.2821
SDSS SDSS sssj063941 0 18.1479 18.6131 18.962 19.2827 18.1528 18.6131 18.962 19.2827
SDSS SDSS sssj063941 0 18.144 18.6107 18.9603 19.2814 18.149 18.6107 18.9603 19.2814
SDSS SDSS sssj063941 0 18.1446 18.6104 18.9604 19.2827 18.1495 18.6104 18.9604 19.2827
SDSS SDSS sssj063941 0 18.1469 18.6113 18.9594 19.2795 18.1518 18.6113 18.9594 19.2795
SDSS SDSS sssj063941 0 18.147 18.6108 18.9587 19.2787 18.152 18.6108 18.9587 19.2787
SDSS SDSS sssj063941 0 18.1474 18.6121 18.9606 19.2813 18.1524 18.6121 18.9606 19.2813
SDSS SDSS sssj063941 0 18.1441 18.6112 18.9613 19.283 18.149 18.6112 18.9613 19.283
SDSS SDSS sssj063941 0 18.1451 18.61 18.9589 19.2798 18.1501 18.61 18.9589 19.2798
SDSS SDSS sssj063941 0 18.1459 18.6128 18.9627 19.2842 18.1508 18.6128 18.9627 19.2842
SDSS SDSS sssj063941 0 18.1465 18.6135 18.9643 19.2871 18.1514 18.6135 18.9643 19.2871
SDSS SDSS sssj063941 0 18.1457 18.6098 18.9587 19.2799 18.1505 18.6098 18.9587 19.2799
SDSS SDSS sssj063941 0 18.1473 18.6124 18.9614 19.2825 18.1522 18.6124 18.9614 19.2825
SDSS SDSS sssj063941 0 18.1461 18.6123 18.9617 19.2829 18.151 18.6123 18.9617 19.2829
SDSS SDSS sssj063941 0 18.1487 18.612 18.9601 19.2807 18.1536 18.612 18.9601 19.2807
SDSS SDSS sssj063941 0 18.1505 18.613 18.9602 19.2796 18.1554 18.613 18.9602 19.2796
SDSS SDSS sssj063941 0 18.1472 18.6127 18.9623 19.2839 18.1521 18.6127 18.9623 19.2839
SDSS SDSS sssj063941 0 18.1487 18.614 18.9629 19.2837 18.1536 18.614 18.9629 19.2837
SDSS SDSS sssj063941 0 18.1452 18.6104 18.9602 19.2827 18.1501 18.6104 18.9602 19.2827
SDSS SDSS sssj063941 0 18.1431 18.6089 18.9584 19.2798 18.148 18.6089 18.9584 19.2798
SDSS SDSS sssj063941 0 18.1484 18.613 18.9614 19.2817 18.1534 18.613 18.9614 19.2817
SDSS SDSS sssj063941 0 18.1444 18.611 18.9615 19.2841 18.1493 18.611 18.9615 19.2841
SDSS SDSS sssj063941 0 18.1473 18.6137 18.9633 19.2847 18.1523 18.6137 18.9633 19.2847
SDSS SDSS sssj063941 0 18.1443 18.6081 18.9564 19.2769 18.1492 18.6081 18.9564 19.2769
SDSS SDSS sssj063941 0 18.1488 18.6147 18.964 19.2849 18.1538 18.6147 18.964 19.2849
SDSS SDSS sssj063941 0 18.1463 18.6089 18.9565 19.2765 18.1512 18.6089 18.9565 19.2765
SDSS SDSS sssj063941 0 18.1487 18.6135 18.9623 19.283 18.1536 18.6135 18.9623 19.283
SDSS SDSS sssj063941 0 18.1499 18.6123 18.9597 19.2796 18.1548 18.6123 18.9597 19.2796
SDSS SDSS sssj063941 0 18.1458 18.6094 18.9573 19.2774 18.1507 18.6094 18.9573 19.2774
SDSS SDSS sssj063941 0 18.1454 18.6106 18.9594 19.2799 18.1503 18.6106 18.9594 19.2799
SDSS SDSS sssj063941 0 18.143 18.6082 18.9578 19.2796 18.1479 18.6082 18.9578 19.2796
SDSS SDSS sssj063941 0 18.1478 18.6109 18.9582 19.2778 18.1528 18.6109 18.9582 19.2778
SDSS SDSS sssj063941 0 18.1499 18.6158 18.9653 19.2867 18.1548 18.6158 18.9653 19.2867
SDSS SDSS sssj063941 0 18.15 18.6137 18.9615 19.2815 18.155 18.6137 18.9615 19.2815
SDSS SDSS sssj063941 0 18.1426 18.6071 18.9563 19.2778 18.1475 18.6071 18.9563 19.2778
SDSS SDSS sssj063941 0 18.1489 18.6144 18.964 19.286 18.1538 18.6144 18.964 19.286
SDSS SDSS sssj063941 0 18.1442 18.6088 18.9575 19.2781 18.1491 18.6088 18.9575 19.2781
SDSS SDSS sssj063941 0 18.1459 18.6103 18.9592 19.2805 18.1508 18.6103 18.9592 19.2805
SDSS SDSS sssj063941 0 18.1497 18.6139 18.9609 19.2794 18.1547 18.6139 18.9609 19.2794
SDSS SDSS sssj063941 0 18.1489 18.6123 18.9597 19.279 18.1538 18.6123 18.9597 19.279
SDSS SDSS sssj063941 0 18.1481 18.6121 18.9599 19.2796 18.153 18.6121 18.9599 19.2796
SDSS SDSS sssj063941 0 18.1489 18.6143 18.9628 19.2829 18.1538 18.6143 18.9628 19.2829
SDSS SDSS sssj063941 0 18.1484 18.6125 18.9606 19.2807 18.1533 18.6125 18.9606 19.2807
SDSS SDSS sssj063941 0 18.148 18.6103 18.9568 19.2753 18.1529 18.6103 18.9568 19.2753
SDSS SDSS sssj063941 0 18.1453 18.6105 18.9597 19.2812 18.1503 18.6105 18.9597 19.2812
SDSS SDSS sssj063941 0 18.1492 18.6134 18.9612 19.281 18.1542 18.6134 18.9612 19.281
SDSS SDSS sssj063941 0 18.146 18.6109 18.9594 19.2798 18.151 18.6109 18.9594 19.2798
SDSS SDSS sssj063941 0 18.1469 18.6111 18.9588 19.2781 18.1519 18.6111 18.9588 19.2781
SDSS SDSS sssj063941 0 18.1431 18.6075 18.9562 19.2771 18.148 18.6075 18.9562 19.2771
SDSS SDSS sssj063941 0 18.1422 18.6065 18.9557 19.2773 18.147 18.6065 18.9557 19.2773
SDSS SDSS sssj063941 0 18.1477 18.6115 18.9597 19.2801 18.1526 18.6115 18.9597 19.2801
SDSS SDSS sssj063941 0 18.1455 18.6096 18.9578 19.2779 18.1504 18.6096 18.9578 19.2779
SDSS SDSS sssj063941 0 18.1462 18.6106 18.959 19.2795 18.1511 18.6106 18.959 19.2795
SDSS SDSS sssj063941 0 18.1463 18.6115 18.9599 19.2797 18.1512 18.6115 18.9599 19.2797
SDSS SDSS sssj063941 0 18.1427 18.609 18.959 19.2811 18.1476 18.609 18.959 19.2811
SDSS SDSS sssj063941 0 18.1483 18.6122 18.9598 19.2792 18.1533 18.6122 18.9598 19.2792
SDSS SDSS sssj063941 0 18.145 18.6107 18.96 19.2814 18.1499 18.6107 18.96 19.2814
SDSS SDSS sssj063941 0 18.1468 18.6113 18.9597 19.2799 18.1517 18.6113 18.9597 19.2799
SDSS SDSS sssj063941 0 18.1465 18.611 18.9597 19.2803 18.1514 18.611 18.9597 19.2803
SDSS SDSS sssj063941 0 18.1463 18.6132 18.9635 19.2855 18.1513 18.6132 18.9635 19.2855
SDSS SDSS sssj095657 0 17.8343 18.1546 18.4403 18.7288 17.8349 18.1546 18.4403 18.7288
SDSS SDSS sssj095657 0 17.8324 18.1538 18.4401 18.7288 17.8331 18.1538 18.4401 18.7288
SDSS SDSS sssj095657 0 17.8377 18.1575 18.4428 18.731 17.8384 18.1575 18.4428 18.731
SDSS SDSS sssj095657 0 17.8361 18.1555 18.4402 18.7278 17.8368 18.1555 18.4402 18.7278
SDSS SDSS sssj095657 0 17.8376 18.1571 18.4417 18.7289 17.8383 18.1571 18.4417 18.7289
SDSS SDSS sssj095657 0 17.8391 18.1584 18.4429 18.73 17.8398 18.1584 18.4429 18.73
SDSS SDSS sssj095657 0 17.8375 18.1583 18.4439 18.7319 17.8382 18.1583 18.4439 18.7319
SDSS SDSS sssj095657 0 17.8349 18.156 18.4425 18.7318 17.8356 18.156 18.4425 18.7318
SDSS SDSS sssj095657 0 17.8376 18.1561 18.4403 18.7275 17.8383 18.1561 18.4403 18.7275
SDSS SDSS sssj095657 0 17.834 18.1548 18.4409 18.7295 17.8347 18.1548 18.4409 18.7295
SDSS SDSS sssj095657 0 17.8356 18.1569 18.4431 18.7319 17.8363 18.1569 18.4431 18.7319
SDSS SDSS sssj095657 0 17.8333 18.1541 18.4403 18.7292 17.834 18.1541 18.4403 18.7292
SDSS SDSS sssj095657 0 17.8348 18.1556 18.4411 18.7289 17.8355 18.1556 18.4411 18.7289
SDSS SDSS sssj095657 0 17.8327 18.1539 18.4404 18.7297 17.8334 18.1539 18.4404 18.7297
SDSS SDSS sssj095657 0 17.836 18.1562 18.4417 18.7301 17.8367 18.1562 18.4417 18.7301
SDSS SDSS sssj095657 0 17.8329 18.1543 18.4409 18.7303 17.8336 18.1543 18.4409 18.7303
SDSS SDSS sssj095657 0 17.8316 18.1534 18.4397 18.7285 17.8323 18.1534 18.4397 18.7285
SDSS SDSS sssj095657 0 17.8398 18.1588 18.4433 18.7306 17.8405 18.1588 18.4433 18.7306
SDSS SDSS sssj095657 0 17.8344 18.1546 18.4404 18.7288 17.835 18.1546 18.4404 18.7288
SDSS SDSS sssj095657 0 17.837 18.1566 18.4417 18.7297 17.8377 18.1566 18.4417 18.7297
SDSS SDSS sssj095657 0 17.8353 18.1554 18.4408 18.7291 17.8359 18.1554 18.4408 18.7291
SDSS SDSS sssj095657 0 17.8364 18.1574 18.4434 18.732 17.8371 18.1574 18.4434 18.732
SDSS SDSS sssj095657 0 17.8365 18.1578 18.4439 18.7326 17.8372 18.1578 18.4439 18.7326
SDSS SDSS sssj095657 0 17.8342 18.1561 18.4428 18.7319 17.8349 18.1561 18.4428 18.7319
SDSS SDSS sssj095657 0 17.8371 18.1561 18.4406 18.7282 17.8378 18.1561 18.4406 18.7282
SDSS SDSS sssj095657 0 17.8405 18.1577 18.4413 18.7282 17.8411 18.1577 18.4413 18.7282
SDSS SDSS sssj095657 0 17.8341 18.1554 18.442 18.7316 17.8348 18.1554 18.442 18.7316
SDSS SDSS sssj095657 0 17.8387 18.1592 18.4446 18.7325 17.8394 18.1592 18.4446 18.7325
SDSS SDSS sssj095657 0 17.8359 18.1573 18.4433 18.7315 17.8366 18.1573 18.4433 18.7315
SDSS SDSS sssj095657 0 17.8346 18.1559 18.4426 18.7322 17.8353 18.1559 18.4426 18.7322
SDSS SDSS sssj095657 0 17.8356 18.1568 18.4429 18.7318 17.8363 18.1568 18.4429 18.7318
SDSS SDSS sssj095657 0 17.837 18.1586 18.4452 18.7344 17.8377 18.1586 18.4452 18.7344
SDSS SDSS sssj095657 0 17.8346 18.1547 18.4402 18.7286 17.8353 18.1547 18.4402 18.7286
SDSS SDSS sssj095657 0 17.8365 18.1573 18.4437 18.7329 17.8371 18.1573 18.4437 18.7329
SDSS SDSS sssj095657 0 17.8386 18.1585 18.4436 18.7315 17.8393 18.1585 18.4436 18.7315
SDSS SDSS sssj095657 0 17.8393 18.16 18.4456 18.7338 17.8399 18.16 18.4456 18.7338
SDSS SDSS sssj095657 0 17.8336 18.1549 18.4415 18.731 17.8342 18.1549 18.4415 18.731
SDSS SDSS sssj095657 0 17.838 18.1597 18.4461 18.7351 17.8387 18.1597 18.4461 18.7351
SDSS SDSS sssj095657 0 17.8364 18.157 18.4431 18.7321 17.837 18.157 18.4431 18.7321
SDSS SDSS sssj095657 0 17.839 18.1605 18.4466 18.7352 17.8397 18.1605 18.4466 18.7352
SDSS SDSS sssj095657 0 17.8365 18.1573 18.443 18.7314 17.8372 18.1573 18.443 18.7314
SDSS SDSS sssj095657 0 17.8326 18.1552 18.4423 18.7315 17.8332 18.1552 18.4423 18.7315
SDSS SDSS sssj095657 0 17.8364 18.1567 18.4421 18.7299 17.837 18.1567 18.4421 18.7299
SDSS SDSS sssj095657 0 17.8353 18.1575 18.4443 18.7334 17.836 18.1575 18.4443 18.7334
SDSS SDSS sssj095657 0 17.8367 18.158 18.4443 18.7331 17.8374 18.158 18.4443 18.7331
SDSS SDSS sssj095657 0 17.8333 18.1546 18.4407 18.7293 17.834 18.1546 18.4407 18.7293
SDSS SDSS sssj095657 0 17.8354 18.1566 18.443 18.732 17.8361 18.1566 18.443 18.732
SDSS SDSS sssj095657 0 17.8357 18.1572 18.4435 18.7323 17.8364 18.1572 18.4435 18.7323
SDSS SDSS sssj095657 0 17.8364 18.1577 18.444 18.7329 17.837 18.1577 18.444 18.7329
SDSS SDSS sssj095657 0 17.8357 18.1557 18.4411 18.7293 17.8363 18.1557 18.4411 18.7293
SDSS SDSS sssj095657 0 17.8331 18.1553 18.4422 18.7316 17.8338 18.1553 18.4422 18.7316
SDSS SDSS sssj095657 0 17.8397 18.1594 18.4445 18.7322 17.8403 18.1594 18.4445 18.7322
SDSS SDSS sssj095657 0 17.8331 18.1529 18.4387 18.7275 17.8337 18.1529 18.4387 18.7275
SDSS SDSS sssj095657 0 17.8372 18.1565 18.4412 18.7285 17.8379 18.1565 18.4412 18.7285
SDSS SDSS sssj095657 0 17.8376 18.1569 18.4419 18.7297 17.8383 18.1569 18.4419 18.7297
SDSS SDSS sssj095657 0 17.8397 18.1588 18.4435 18.731 17.8404 18.1588 18.4435 18.731
SDSS SDSS sssj095657 0 17.8381 18.1564 18.4406 18.7278 17.8388 18.1564 18.4406 18.7278
SDSS SDSS sssj095657 0 17.8371 18.1565 18.4416 18.7299 17.8378 18.1565 18.4416 18.7299
SDSS SDSS sssj095657 0 17.841 18.1593 18.4438 18.7315 17.8416 18.1593 18.4438 18.7315
SDSS SDSS sssj095657 0 17.8366 18.1569 18.4424 18.7305 17.8372 18.1569 18.4424 18.7305
SDSS SDSS sssj095657 0 17.8364 18.157 18.4429 18.7314 17.8371 18.157 18.4429 18.7314
SDSS SDSS sssj095657 0 17.8332 18.1546 18.4411 18.7304 17.8339 18.1546 18.4411 18.7304
SDSS SDSS sssj095657 0 17.8388 18.1595 18.4451 18.733 17.8395 18.1595 18.4451 18.733
SDSS SDSS sssj095657 0 17.8391 18.1573 18.4412 18.7281 17.8398 18.1573 18.4412 18.7281
SDSS SDSS sssj095657 0 17.8325 18.1554 18.4428 18.7324 17.8331 18.1554 18.4428 18.7324
SDSS SDSS sssj095657 0 17.8348 18.1556 18.4418 18.7308 17.8355 18.1556 18.4418 18.7308
SDSS SDSS sssj095657 0 17.8373 18.1585 18.4444 18.7329 17.838 18.1585 18.4444 18.7329
SDSS SDSS sssj095657 0 17.8408 18.1611 18.4467 18.7351 17.8415 18.1611 18.4467 18.7351
SDSS SDSS sssj095657 0 17.8394 18.1588 18.4433 18.7304 17.8401 18.1588 18.4433 18.7304
SDSS SDSS sssj095657 0 17.8364 18.1554 18.4402 18.7281 17.837 18.1554 18.4402 18.7281
SDSS SDSS sssj095657 0 17.8384 18.1593 18.4449 18.7327 17.8391 18.1593 18.4449 18.7327
SDSS SDSS sssj095657 0 17.8345 18.1562 18.443 18.7324 17.8352 18.1562 18.443 18.7324
SDSS SDSS sssj095657 0 17.8355 18.1568 18.4428 18.7312 17.8362 18.1568 18.4428 18.7312
SDSS SDSS sssj095657 0 17.8374 18.1557 18.4401 18.7277 17.838 18.1557 18.4401 18.7277
SDSS SDSS sssj095657 0 17.8357 18.1551 18.4402 18.7281 17.8364 18.1551 18.4402 18.7281
SDSS SDSS sssj095657 0 17.8375 18.1566 18.4414 18.7291 17.8382 18.1566 18.4414 18.7291
SDSS SDSS sssj095657 0 17.8336 18.1548 18.4412 18.7304 17.8343 18.1548 18.4412 18.7304
SDSS SDSS sssj095657 0 17.8366 18.1557 18.4405 18.7281 17.8372 18.1557 18.4405 18.7281
SDSS SDSS sssj095657 0 17.8362 18.1561 18.4415 18.73 17.8369 18.1561 18.4415 18.73
SDSS SDSS sssj095657 0 17.8371 18.1583 18.4448 18.7338 17.8377 18.1583 18.4448 18.7338
SDSS SDSS sssj095657 0 17.8358 18.1562 18.4416 18.7294 17.8365 18.1562 18.4416 18.7294
SDSS SDSS sssj095657 0 17.8366 18.1553 18.4398 18.7273 17.8372 18.1553 18.4398 18.7273
SDSS SDSS sssj095657 0 17.8361 18.157 18.4431 18.732 17.8368 18.157 18.4431 18.732
SDSS SDSS sssj095657 0 17.8363 18.1589 18.4459 18.7353 17.837 18.1589 18.4459 18.7353
SDSS SDSS sssj095657 0 17.8388 18.159 18.4444 18.7327 17.8395 18.159 18.4444 18.7327
SDSS SDSS sssj095657 0 17.8361 18.157 18.4429 18.7317 17.8368 18.157 18.4429 18.7317
SDSS SDSS sssj095657 0 17.8378 18.1583 18.4437 18.7317 17.8384 18.1583 18.4437 18.7317
SDSS SDSS sssj095657 0 17.8366 18.1563 18.4409 18.728 17.8373 18.1563 18.4409 18.728
SDSS SDSS sssj095657 0 17.8378 18.1556 18.4395 18.7263 17.8384 18.1556 18.4395 18.7263
SDSS SDSS sssj095657 0 17.8352 18.1555 18.4412 18.7298 17.8359 18.1555 18.4412 18.7298
SDSS SDSS sssj095657 0 17.8353 18.1554 18.4405 18.728 17.836 18.1554 18.4405 18.728
SDSS SDSS sssj095657 0 17.8333 18.1545 18.4404 18.729 17.834 18.1545 18.4404 18.729
SDSS SDSS sssj095657 0 17.8309 18.1544 18.442 18.7321 17.8316 18.1544 18.442 18.7321
SDSS SDSS sssj095657 0 17.8381 18.1571 18.4417 18.7292 17.8388 18.1571 18.4417 18.7292
SDSS SDSS sssj095657 0 17.838 18.156 18.4401 18.7272 17.8387 18.156 18.4401 18.7272
SDSS SDSS sssj095657 0 17.8357 18.1568 18.4431 18.7321 17.8364 18.1568 18.4431 18.7321
SDSS SDSS sssj095657 0 17.8342 18.156 18.4429 18.7324 17.8349 18.156 18.4429 18.7324
SDSS SDSS sssj095657 0 17.8385 18.1575 18.4417 18.7286 17.8392 18.1575 18.4417 18.7286
SDSS SDSS sssj105525 0 17.9876 18.4064 18.7382 19.055 17.9909 18.4064 18.7382 19.055
SDSS SDSS sssj105525 0 17.9873 18.4061 18.7388 19.0576 17.9906 18.4061 18.7388 19.0576
SDSS SDSS sssj105525 0 17.9879 18.4042 18.7352 19.0525 17.9912 18.4042 18.7352 19.0525
SDSS SDSS sssj105525 0 17.9877 18.403 18.7335 19.0507 17.991 18.403 18.7335 19.0507
SDSS SDSS sssj105525 0 17.9875 18.4031 18.7337 19.0507 17.9908 18.4031 18.7337 19.0507
SDSS SDSS sssj105525 0 17.9893 18.4063 18.7375 19.0546 17.9926 18.4063 18.7375 19.0546
SDSS SDSS sssj105525 0 17.9885 18.4054 18.737 19.055 17.9917 18.4054 18.737 19.055
SDSS SDSS sssj105525 0 17.9874 18.4052 18.7368 19.0541 17.9907 18.4052 18.7368 19.0541
SDSS SDSS sssj105525 0 17.9859 18.4033 18.7353 19.0537 17.9892 18.4033 18.7353 19.0537
SDSS SDSS sssj105525 0 17.985 18.4026 18.7348 19.0533 17.9883 18.4026 18.7348 19.0533
SDSS SDSS sssj105525 0 17.9898 18.4066 18.7381 19.0561 17.9931 18.4066 18.7381 19.0561
SDSS SDSS sssj105525 0 17.9904 18.4061 18.7367 19.0537 17.9937 18.4061 18.7367 19.0537
SDSS SDSS sssj105525 0 17.9922 18.4067 18.7361 19.0519 17.9955 18.4067 18.7361 19.0519
SDSS SDSS sssj105525 0 17.989 18.4054 18.7365 19.0539 17.9923 18.4054 18.7365 19.0539
SDSS SDSS sssj105525 0 17.988 18.4048 18.7362 19.0539 17.9913 18.4048 18.7362 19.0539
SDSS SDSS sssj105525 0 17.9879 18.4071 18.74 19.0583 17.9911 18.4071 18.74 19.0583
SDSS SDSS sssj105525 0 17.9849 18.405 18.7384 19.0571 17.9883 18.405 18.7384 19.0571
SDSS SDSS sssj105525 0 17.9882 18.4044 18.736 19.0546 17.9914 18.4044 18.736 19.0546
SDSS SDSS sssj105525 0 17.9897 18.4049 18.7349 19.0513 17.993 18.4049 18.7349 19.0513
SDSS SDSS sssj105525 0 17.9933 18.4077 18.7373 19.0533 17.9966 18.4077 18.7373 19.0533
SDSS SDSS sssj105525 0 17.987 18.4052 18.7378 19.0566 17.9903 18.4052 18.7378 19.0566
SDSS SDSS sssj105525 0 17.9873 18.4074 18.7411 19.0605 17.9906 18.4074 18.7411 19.0605
SDSS SDSS sssj105525 0 17.9866 18.4044 18.7367 19.055 17.9899 18.4044 18.7367 19.055
SDSS SDSS sssj105525 0 17.9854 18.4045 18.7375 19.0564 17.9887 18.4045 18.7375 19.0564
SDSS SDSS sssj105525 0 17.991 18.4081 18.7395 19.0569 17.9943 18.4081 18.7395 19.0569
SDSS SDSS sssj105525 0 17.9891 18.4047 18.735 19.0516 17.9924 18.4047 18.735 19.0516
SDSS SDSS sssj105525 0 17.9871 18.4033 18.7344 19.052 17.9904 18.4033 18.7344 19.052
SDSS SDSS sssj105525 0 17.9891 18.4068 18.7387 19.0563 17.9924 18.4068 18.7387 19.0563
SDSS SDSS sssj105525 0 17.986 18.4055 18.7388 19.0579 17.9893 18.4055 18.7388 19.0579
SDSS SDSS sssj105525 0 17.9891 18.4056 18.7363 19.0528 17.9924 18.4056 18.7363 19.0528
SDSS SDSS sssj105525 0 17.9876 18.4044 18.7356 19.0529 17.9909 18.4044 18.7356 19.0529
SDSS SDSS sssj105525 0 17.9896 18.4077 18.7395 19.057 17.9929 18.4077 18.7395 19.057
SDSS SDSS sssj105525 0 17.9862 18.4043 18.7363 19.0539 17.9895 18.4043 18.7363 19.0539
SDSS SDSS sssj105525 0 17.9869 18.4059 18.7387 19.0575 17.9902 18.4059 18.7387 19.0575
SDSS SDSS sssj105525 0 17.9874 18.4054 18.7376 19.0559 17.9907 18.4054 18.7376 19.0559
SDSS SDSS sssj105525 0 17.9899 18.4076 18.739 19.0559 17.9932 18.4076 18.739 19.0559
SDSS SDSS sssj105525 0 17.9863 18.4042 18.7361 19.0539 17.9896 18.4042 18.7361 19.0539
SDSS SDSS sssj105525 0 17.9867 18.4067 18.74 19.0588 17.99 18.4067 18.74 19.0588
SDSS SDSS sssj105525 0 17.9838 18.4022 18.7353 19.0548 17.987 18.4022 18.7353 19.0548
