survey version standard standard_catagory shift CSP_TAMU_20180316_u CSP_TAMU_20180316_g CSP_TAMU_20180316_r CSP_TAMU_20180316_i CSP_TAMU_20180316_B CSP_TAMU_20180316_V CSP_TAMU_20180316_o CSP_TAMU_20180316_m CSP_TAMU_20180316_n CSP_TAMU_20180316_Y CSP_TAMU_20180316_y 
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 -300 -9.400 -7.931 -7.795 -7.902 -8.241 -7.807 -7.805 -7.800 -7.807 -7.430 -7.419
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 -300 -7.355 -4.413 -3.414 -3.089 -5.196 -3.807 -3.789 -3.805 -3.807 -2.172 -2.151
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 -300 -5.970 -5.159 -5.079 -5.144 -5.377 -5.096 -5.094 -5.091 -5.096 -4.658 -4.649
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 -300 -8.911 -6.040 -4.917 -4.556 -6.819 -5.416 -5.393 -5.411 -5.416 -3.628 -3.601
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 -300 -10.437 -8.667 -7.858 -7.541 -9.191 -8.226 -8.210 -8.224 -8.226 -6.731 -6.720
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 -300 -7.130 -5.834 -5.567 -5.566 -6.164 -5.655 -5.651 -5.650 -5.655 -5.076 -5.064
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 -300 -11.505 -8.684 -7.440 -6.910 -9.438 -8.029 -8.000 -8.026 -8.029 -5.829 -5.807
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 -300 -9.799 -8.557 -8.087 -7.956 -8.939 -8.279 -8.270 -8.276 -8.279 -7.309 -7.295
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 -300 -7.009 -5.757 -5.279 -5.145 -6.148 -5.470 -5.461 -5.467 -5.470 -4.484 -4.469
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 -300 -9.512 -7.878 -7.192 -6.961 -8.364 -7.488 -7.475 -7.486 -7.488 -6.184 -6.169
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 -300 -9.112 -5.880 -4.503 -4.007 -6.795 -5.134 -5.104 -5.129 -5.134 -2.969 -2.943
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 -300 -6.030 -4.688 -4.732 -4.980 -4.963 -4.635 -4.638 -4.628 -4.635 -4.660 -4.656
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 -300 -9.771 -5.917 -4.408 -3.836 -6.914 -5.110 -5.076 -5.103 -5.110 -2.619 -2.586
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 -300 -8.618 -7.301 -6.800 -6.688 -7.709 -7.003 -6.994 -7.000 -7.003 -6.113 -6.101
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 -300 -9.151 -7.857 -7.843 -7.973 -8.108 -7.814 -7.814 -7.807 -7.814 -7.410 -7.398
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 -300 -9.577 -8.058 -7.580 -7.510 -8.479 -7.761 -7.752 -7.757 -7.761 -6.974 -6.965
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 -300 -7.832 -6.670 -6.824 -7.062 -6.882 -6.693 -6.697 -6.685 -6.693 -6.682 -6.677
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 -300 -6.926 -5.367 -4.980 -4.976 -5.758 -5.113 -5.107 -5.110 -5.113 -4.366 -4.350
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 -300 -11.487 -10.005 -9.348 -9.130 -10.483 -9.630 -9.618 -9.626 -9.630 -8.406 -8.400
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 -300 -7.130 -4.862 -3.915 -3.593 -5.495 -4.339 -4.319 -4.336 -4.339 -2.755 -2.736
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 -300 -6.530 -6.462 -6.774 -7.078 -6.535 -6.590 -6.597 -6.583 -6.590 -6.896 -6.889
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 -300 -11.274 -10.192 -9.789 -9.656 -10.527 -9.963 -9.955 -9.959 -9.963 -9.067 -9.057
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 -300 -11.611 -9.693 -8.943 -8.757 -10.264 -9.251 -9.237 -9.247 -9.251 -8.042 -8.023
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 -300 -5.196 -3.777 -3.726 -3.885 -4.071 -3.686 -3.687 -3.678 -3.686 -3.484 -3.476
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 -300 -7.460 -3.944 -2.505 -2.016 -4.934 -3.152 -3.120 -3.149 -3.152 -0.933 -0.897
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 -300 -10.112 -8.616 -7.973 -7.778 -9.097 -8.236 -8.224 -8.233 -8.236 -7.045 -7.028
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 -300 -10.021 -8.646 -8.070 -7.901 -9.085 -8.307 -8.297 -8.304 -8.307 -7.188 -7.170
CSP CSP_TAMU_20180316 spectra/dilloncalspec/feige34_stis_006.fits dilloncalspec -300 -10.275 -10.763 -11.315 -11.712 -10.716 -11.039 -11.048 -11.029 -11.039 -11.642 -11.642
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd209458_stisnic_008.fits dilloncalspec -300 -9.369 -8.034 -7.552 -7.439 -8.441 -7.744 -7.735 -7.740 -7.744 -6.828 -6.816
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd38949_stis_005.fits dilloncalspec -300 -9.495 -8.193 -7.690 -7.563 -8.600 -7.896 -7.887 -7.893 -7.896 -6.947 -6.936
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hz43_stis_005.fits dilloncalspec -300 -12.091 -12.538 -13.059 -13.476 -12.506 -12.789 -12.799 -12.779 -12.789 -13.510 -13.514
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd158485_stis_005.fits dilloncalspec -300 -7.923 -6.545 -6.522 -6.667 -6.824 -6.473 -6.474 -6.465 -6.473 -6.237 -6.231
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd116405_stis_005.fits dilloncalspec -300 -9.197 -8.199 -8.403 -8.671 -8.389 -8.252 -8.257 -8.243 -8.252 -8.371 -8.370
CSP CSP_TAMU_20180316 spectra/dilloncalspec/snap2_stiswfcnic_002.fits dilloncalspec -300 -18.104 -16.699 -16.091 -15.910 -17.152 -16.347 -16.336 -16.344 -16.347 -15.229 -15.217
CSP CSP_TAMU_20180316 spectra/dilloncalspec/10lac_stis_005.fits dilloncalspec -300 -4.333 -4.581 -4.979 -5.323 -4.596 -4.768 -4.775 -4.760 -4.768 -5.255 -5.257
CSP CSP_TAMU_20180316 spectra/dilloncalspec/wd1057_719_stisnic_008.fits dilloncalspec -300 -13.966 -14.381 -14.876 -15.286 -14.360 -14.615 -14.624 -14.605 -14.615 -15.331 -15.335
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd159222_stis_005.fits dilloncalspec -300 -8.482 -6.983 -6.405 -6.257 -7.444 -6.640 -6.629 -6.636 -6.640 -5.617 -5.605
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd37962_stis_005.fits dilloncalspec -300 -9.701 -8.301 -7.723 -7.560 -8.751 -7.960 -7.949 -7.956 -7.960 -6.895 -6.883
CSP CSP_TAMU_20180316 spectra/dilloncalspec/feige110_stisnic_008.fits dilloncalspec -300 -11.037 -11.457 -11.977 -12.386 -11.429 -11.708 -11.717 -11.699 -11.708 -12.399 -12.402
CSP CSP_TAMU_20180316 spectra/dilloncalspec/wd1657_343_stiswfcnic_003.fits dilloncalspec -300 -15.645 -16.088 -16.586 -16.990 -16.057 -16.336 -16.344 -16.326 -16.336 -17.045 -17.048
CSP CSP_TAMU_20180316 spectra/dilloncalspec/1802271_stiswfcnic_002.fits dilloncalspec -300 -13.334 -11.997 -12.064 -12.266 -12.249 -11.969 -11.972 -11.961 -11.969 -11.873 -11.869
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hz44_stis_006.fits dilloncalspec -300 -10.865 -11.291 -11.801 -12.222 -11.262 -11.533 -11.542 -11.525 -11.533 -12.271 -12.274
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd21d0607_stis_005.fits dilloncalspec -300 -10.527 -9.513 -9.144 -9.031 -9.829 -9.306 -9.299 -9.303 -9.306 -8.410 -8.398
CSP CSP_TAMU_20180316 spectra/dilloncalspec/gd71_stiswfcnic_002.fits dilloncalspec -300 -12.360 -12.714 -13.172 -13.577 -12.714 -12.922 -12.930 -12.911 -12.922 -13.600 -13.604
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd205905_stis_005.fits dilloncalspec -300 -8.633 -7.184 -6.626 -6.484 -7.632 -6.852 -6.842 -6.848 -6.852 -5.847 -5.835
CSP CSP_TAMU_20180316 spectra/dilloncalspec/lb227_004.fits dilloncalspec -300 -15.421 -15.282 -15.422 -15.713 -15.432 -15.295 -15.295 -15.278 -15.295 nan nan
CSP CSP_TAMU_20180316 spectra/dilloncalspec/kf06t2_stiswfcnic_002.fits dilloncalspec -300 -17.655 -14.871 -13.717 -13.290 -15.657 -14.234 -14.210 -14.231 -14.234 -12.318 -12.297
CSP CSP_TAMU_20180316 spectra/dilloncalspec/1743045_stisnic_005.fits dilloncalspec -300 -15.117 -13.680 -13.515 -13.572 -13.992 -13.546 -13.544 -13.540 -13.546 -13.078 -13.069
CSP CSP_TAMU_20180316 spectra/dilloncalspec/c26202_stiswfcnic_002.fits dilloncalspec -300 -18.093 -16.879 -16.399 -16.265 -17.260 -16.602 -16.593 -16.599 -16.602 -15.645 -15.637
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hz21_stis_006.fits dilloncalspec -300 -13.799 -14.283 -14.826 -15.243 -14.233 -14.556 -14.565 -14.548 -14.556 -15.355 -15.367
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd031128_stis_005.fits dilloncalspec -300 -10.490 -9.459 -9.044 -8.909 -9.792 -9.226 -9.218 -9.223 -9.226 -8.271 -8.259
CSP CSP_TAMU_20180316 spectra/dilloncalspec/alpha_lyr_stis_010.fits dilloncalspec -300 -1.238 0.039 -0.098 -0.335 -0.191 0.029 0.026 0.038 0.029 0.019 0.021
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd163466_stis_005.fits dilloncalspec -300 -8.427 -6.953 -6.869 -6.976 -7.252 -6.854 -6.854 -6.846 -6.854 -6.523 -6.516
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd111980_stis_005.fits dilloncalspec -300 -9.911 -8.739 -8.275 -8.123 -9.105 -8.476 -8.467 -8.472 -8.476 -7.461 -7.448
CSP CSP_TAMU_20180316 spectra/dilloncalspec/snap1_stisnic_007.fits dilloncalspec -300 -15.284 -15.415 -15.809 -16.148 -15.455 -15.587 -15.595 -15.579 -15.587 -16.007 -16.007
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd93521_stis_006.fits dilloncalspec -300 -6.427 -6.700 -7.128 -7.498 -6.705 -6.904 -6.912 -6.897 -6.904 -7.470 -7.472
CSP CSP_TAMU_20180316 spectra/dilloncalspec/1805292_stisnic_005.fits dilloncalspec -300 -13.761 -12.344 -12.341 -12.503 -12.622 -12.279 -12.280 -12.271 -12.279 -12.081 -12.076
CSP CSP_TAMU_20180316 spectra/dilloncalspec/p041c_stisnic_008.fits dilloncalspec -300 -13.900 -12.459 -11.902 -11.756 -12.904 -12.129 -12.119 -12.125 -12.129 -11.120 -11.107
CSP CSP_TAMU_20180316 spectra/dilloncalspec/etauma_stis_005.fits dilloncalspec -300 -1.824 -1.583 -1.937 -2.275 -1.677 -1.723 -1.730 -1.714 -1.723 -2.132 -2.133
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hz43b_stis_005.fits dilloncalspec -300 -15.920 -14.900 -13.912 -12.691 -15.306 -14.501 -14.479 -14.497 -14.501 -10.993 -10.969
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hs2027_stis_005.fits dilloncalspec -300 -15.936 -16.332 -16.760 -17.132 -16.304 -16.561 -16.567 -16.553 -16.561 -16.988 -16.964
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hz4_stis_007.fits dilloncalspec -300 -14.702 -14.494 -14.602 -14.912 -14.670 -14.472 -14.473 -14.457 -14.472 -14.834 -14.837
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd26d2606_stis_005.fits dilloncalspec -300 -10.995 -10.002 -9.635 -9.515 -10.311 -9.799 -9.792 -9.796 -9.799 -8.884 -8.872
CSP CSP_TAMU_20180316 spectra/dilloncalspec/sf1615_001a_stisnic_008.fits dilloncalspec -300 -18.635 -17.240 -16.614 -16.394 -17.670 -16.896 -16.883 -16.893 -16.896 -15.656 -15.643
CSP CSP_TAMU_20180316 spectra/dilloncalspec/lamlep_stis_005.fits dilloncalspec -300 -3.718 -3.947 -4.399 -4.780 -3.959 -4.155 -4.164 -4.147 -4.155 -4.743 -4.747
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd200654_stis_005.fits dilloncalspec -300 -10.789 -9.533 -8.962 -8.717 -9.913 -9.234 -9.222 -9.232 -9.234 -7.940 -7.925
CSP CSP_TAMU_20180316 spectra/dilloncalspec/agk_81d266_stisnic_007.fits dilloncalspec -300 -11.032 -11.515 -12.073 -12.503 -11.470 -11.790 -11.800 -11.781 -11.790 -12.558 -12.562
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd160617_stis_005.fits dilloncalspec -300 -10.133 -9.037 -8.642 -8.510 -9.364 -8.819 -8.811 -8.815 -8.819 -7.873 -7.861
CSP CSP_TAMU_20180316 spectra/dilloncalspec/grw_70d5824_stiswfcnic_002.fits dilloncalspec -300 -12.554 -12.602 -12.886 -13.243 -12.695 -12.692 -12.696 -12.679 -12.692 -13.179 -13.178
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd180609_stis_005.fits dilloncalspec -300 -10.894 -9.471 -9.468 -9.623 -9.744 -9.411 -9.412 -9.403 -9.411 -9.194 -9.188
CSP CSP_TAMU_20180316 spectra/dilloncalspec/p177d_stisnic_008.fits dilloncalspec -300 -15.452 -13.955 -13.362 -13.190 -14.417 -13.606 -13.596 -13.603 -13.606 -12.517 -12.504
CSP CSP_TAMU_20180316 spectra/dilloncalspec/gd153_stiswfcnic_002.fits dilloncalspec -300 -12.596 -13.001 -13.493 -13.906 -12.984 -13.233 -13.242 -13.223 -13.233 -13.936 -13.939
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd54d1216_stis_005.fits dilloncalspec -300 -11.035 -10.013 -9.620 -9.497 -10.339 -9.792 -9.785 -9.789 -9.792 -8.870 -8.858
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd29d2091_stis_005.fits dilloncalspec -300 -11.610 -10.606 -10.158 -10.000 -10.943 -10.360 -10.351 -10.357 -10.360 -9.340 -9.327
CSP CSP_TAMU_20180316 spectra/dilloncalspec/wd0947_857_stis_005.fits dilloncalspec -300 -14.981 -15.407 -15.902 -16.318 -15.382 -15.643 -15.652 -15.633 -15.643 -16.347 -16.351
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd14943_stis_005.fits dilloncalspec -300 -7.421 -6.005 -5.919 -6.036 -6.307 -5.900 -5.900 -5.893 -5.900 -5.603 -5.597
CSP CSP_TAMU_20180316 spectra/dilloncalspec/2m003618_stiswfcnic_003.fits dilloncalspec -300 -21.487 -20.468 -20.166 -17.570 -20.877 -20.295 -20.317 -20.314 -20.295 -13.717 -13.671
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd_28d4211_stis_005.fits dilloncalspec -300 -9.614 -10.110 -10.667 -11.099 -10.064 -10.381 -10.391 -10.372 -10.381 -11.170 -11.174
CSP CSP_TAMU_20180316 spectra/dilloncalspec/p330e_stiswfcnic_002.fits dilloncalspec -300 -14.864 -13.471 -12.893 -12.722 -13.911 -13.134 -13.123 -13.130 -13.134 -12.058 -12.046
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd009051_stis_005.fits dilloncalspec -300 -11.313 -9.540 -8.768 -8.458 -10.056 -9.114 -9.098 -9.112 -9.114 -7.615 -7.599
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd_75d325_stis_005.fits dilloncalspec -300 -8.648 -9.135 -9.687 -10.110 -9.087 -9.409 -9.419 -9.401 -9.409 -10.165 -10.168
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd074000_stis_005.fits dilloncalspec -300 -10.933 -9.933 -9.589 -9.484 -10.240 -9.739 -9.732 -9.735 -9.739 -8.874 -8.862
CSP CSP_TAMU_20180316 spectra/dilloncalspec/g191b2b_stiswfcnic_002.fits dilloncalspec -300 -10.915 -11.386 -11.926 -12.348 -11.345 -11.651 -11.660 -11.641 -11.651 -12.389 -12.393
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd185975_stis_005.fits dilloncalspec -300 -10.187 -8.599 -7.973 -7.796 -9.081 -8.231 -8.220 -8.227 -8.231 -7.123 -7.110
CSP CSP_TAMU_20180316 spectra/dilloncalspec/wd1026_453_stis_005.fits dilloncalspec -300 -15.416 -15.796 -16.266 -16.678 -15.787 -16.014 -16.022 -16.003 -16.014 -16.701 -16.704
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd02d3375_stis_005.fits dilloncalspec -300 -11.272 -10.259 -9.852 -9.705 -10.580 -10.038 -10.030 -10.035 -10.038 -9.052 -9.040
CSP CSP_TAMU_20180316 spectra/dilloncalspec/lds749b_stisnic_007.fits dilloncalspec -300 -14.507 -14.535 -14.749 -14.993 -14.608 -14.620 -14.624 -14.614 -14.620 -14.853 -14.855
CSP CSP_TAMU_20180316 spectra/dilloncalspec/mucol_stis_005.fits dilloncalspec -300 -4.484 -4.802 -5.282 -5.677 -4.796 -5.028 -5.037 -5.020 -5.028 -5.669 -5.673
CSP CSP_TAMU_20180316 spectra/dilloncalspec/1732526_stisnic_005.fits dilloncalspec -300 -13.950 -12.576 -12.565 -12.730 -12.855 -12.508 -12.509 -12.500 -12.508 -12.315 -12.309
CSP CSP_TAMU_20180316 spectra/dilloncalspec/ksi2ceti_stis_005.fits dilloncalspec -300 -5.264 -4.165 -4.354 -4.615 -4.367 -4.209 -4.213 -4.200 -4.209 -4.295 -4.294
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd165459_stisnic_005.fits dilloncalspec -300 -8.261 -6.905 -6.895 -7.058 -7.185 -6.836 -6.837 -6.827 -6.836 -6.654 -6.648
CSP CSP_TAMU_20180316 spectra/dilloncalspec/bd_17d4708_stisnic_007.fits dilloncalspec -300 -10.820 -9.764 -9.389 -9.269 -10.084 -9.555 -9.547 -9.551 -9.555 -8.633 -8.621
CSP CSP_TAMU_20180316 spectra/dilloncalspec/1812095_stisnic_005.fits dilloncalspec -300 -13.344 -11.854 -11.756 -11.870 -12.168 -11.740 -11.739 -11.732 -11.740 -11.419 -11.413
CSP CSP_TAMU_20180316 spectra/dilloncalspec/hd106252_stis_005.fits dilloncalspec -300 -9.245 -7.854 -7.307 -7.162 -8.289 -7.530 -7.520 -7.526 -7.530 -6.525 -6.512
